"Mainstream National Schools 2009-2010 School Year.",,,,,,,,
"Schools in red have since closed",,,"Enrolment as on 30th September 2009",,,,,
"COUNTY","Roll No.","SCHOOL","ADDRESS 1","ADDRESS 2","TEL. NO.","GIRLS","BOYS","TOTAL"
"GALWAY CITY","16943U","NIOCHLAS N S","AN CLADACH","AN GAILLIMH",91586173,162,188,350
"GALWAY CITY","17782E","S N BRIDE NAOFA","SEAN TALLAMH","GAILLIMH",91525052,153,201,354
"GALWAY CITY","17784I","S N PADRAIC NAOFA","SRAID LOMBARD","GAILLIMH",91568707,0,314,314
"GALWAY CITY","17845C","SCOIL MHUIRE","UNIT 42","BRIARHILL BUSINESS PARK",91751543,107,154,261
"GALWAY CITY","18634R","SCOIL IDE","SALTHILL","GALWAY",91522716,225,54,279
"GALWAY CITY","18929N","SCOIL NAOMH EINDE","BOTHAR NA TRA","GAILLIMH",91521272,0,77,77
"GALWAY CITY","19225F","SCOIL MICHIL NAOFA","BAILE BAN","GAILLIMH",91753300,0,184,184
"GALWAY CITY","19226H","SCOIL NA TRIONOIDE NAOFA","MUIRBHEACH","GAILLIMH",91755920,321,126,447
"GALWAY CITY","19241D","DOMINICAN CONVENT","TAYLOR HILL","GALWAY",91520908,416,71,487
"GALWAY CITY","19371Q","S N IOGNAID","BOTHAR NA SLIOGAN","GAILLIMH",91584491,231,297,528
"GALWAY CITY","19401W","S N CAITRIONA SOIS","RENMORE","CO GALWAY",91753613,182,220,402
"GALWAY CITY","19468I","SN CAITRIONA SINSEAR","SN CAITRIONA SINSEAR","RENMORE",91753613,183,228,411
"GALWAY CITY","19795A","TIRELLAN HEIGHTS N S","HEADFORD ROAD","GALWAY",91763844,231,239,470
"GALWAY CITY","19858V","GAELSCOIL DARA","BOTHAR BHAILE ATHA CLIATH","RINN MOR",91757145,173,148,321
"GALWAY CITY","19994G","GAELSCOIL MHIC AMHLAIGH","AN COIMIN MOR,","CNOC NA CATHRACH,",91590152,199,215,414
"GALWAY CITY","20000L","GALWAY EDUCATE TOGETHER N.S.","THOMAS HYNES RD","NEWCASTLE",91527887,100,126,226
"GALWAY CITY","20108I","St. John the Apostle, Knocknacarra ","Western Distributor Road","Galway",91573027,62,88,150
"GALWAY COUNTY","01000E","ESKER N S","ATHENRY","CO GALWAY",91848008,50,59,109
"GALWAY COUNTY","01328P","KILTORMER N S","BALLINASLOE","CO GALWAY",909627109,38,33,71
"GALWAY COUNTY","03607G","S N AINDREIS NAOFA","LIATHDRUIM COILL BREAC","BAILE LOCHA RIACH",91847470,52,53,105
"GALWAY COUNTY","04506F","SCOIL NA NGASUR","SCOIL NA NGASUR","UARAN MOR",91790312,0,239,239
"GALWAY COUNTY","05754G","S N CREACHMHAOIL","CRAUGHWELL","CO GALWAY",91846246,137,142,279
"GALWAY COUNTY","06044D","S N CILL CUILE","LOUGHREA","CO GALWAY",91843292,53,35,88
"GALWAY COUNTY","06489S","S N AN TSAILEAIN","TUAM","CO GALWAY",9355540,28,36,64
"GALWAY COUNTY","07455G","SCOIL MHUIRE GAN SMAL","BALLYGAR","CO ROSCOMMON",906624951,39,42,81
"GALWAY COUNTY","07551C","BALLINDERREEN MXD N S","BALLINDERREEN","KILCOLGAN",91796632,73,74,147
"GALWAY COUNTY","08379V","GORTANUMERA N S","BALLYSHRULE","BALLINASLOE",909741624,23,25,48
"GALWAY COUNTY","08446K","SN TULLACH UI CHADHAIN","MAIGH CUILINN","CO NA GAILLIMHE",91555601,26,50,76
"GALWAY COUNTY","08512U","IOMAIR N S","KILLIMOR","BALLINASLOE",909676428,55,63,118
"GALWAY COUNTY","08958O","S N AN EANAIGH CAILINI","BALLYGLUNIN","CO GALWAY",9341030,41,0,41
"GALWAY COUNTY","09069L","S N AN BHAIN MHOIR","CLAREGALWAY","GALWAY",91798600,84,64,148
"GALWAY COUNTY","09833W","S N LEITIRGEIS","LEITIRGEIS N S","RINN AN MHAOIL",9543900,10,13,23
"GALWAY COUNTY","10095T","S N NAOMH TREASA","KILLURE","AHASCRAGH",909688094,9,12,21
"GALWAY COUNTY","10591I","S N AN ARD MHOIR","CARNA","CONAMARA",9533602,24,25,49
"GALWAY COUNTY","10675O","BALLYMANA N S","CRAUGHWELL","CO GALWAY",91846361,61,64,125
"GALWAY COUNTY","10863P","S N NA COILLE GLAISE","AHASCRAGH","BALLINASLOE",909688881,26,37,63
"GALWAY COUNTY","11261P","SCOIL MHUIRE","AN TUAIRIN","BEAL AN DAINGIN",91595330,38,46,84
"GALWAY COUNTY","11290W","S N MUIRE GAN SMAL","CAMAS","CO NA GAILLIMHE",91574366,9,12,21
"GALWAY COUNTY","11373D","S N MHUIRE","TURLACH BEAG","ROSMUC",91574312,15,15,30
"GALWAY COUNTY","11669B","S N NAOMH BRID","NEAD AN IOLRAIDH","RENVYLE",9543642,18,22,40
"GALWAY COUNTY","11675T","S N AN EANAIGH B","BALLYGLUNIN","CO GALWAY",9341590,0,61,61
"GALWAY COUNTY","12095G","S N NAOMH ANTOINE","BAILE CHONRAOI","AN CLOCHAN",9522124,17,20,37
"GALWAY COUNTY","12106I","S N NAOMH PADRAIG","AN CHLOCH BHREAC","CLONBUR",949548278,21,13,34
"GALWAY COUNTY","12138V","S N CEATHRU NA LAITHIGH","TUAM","CO GALWAY",9324521,13,14,27
"GALWAY COUNTY","12250P","SCOIL MHUIRE PRIMARY SCH","DUBLIN RD","TUAM",9328349,133,57,190
"GALWAY COUNTY","12339I","S N INIS MEADHOIN","ARAINN","CO. NA GAILLIMHE",9973064,7,5,12
"GALWAY COUNTY","12502Q","S N EANNA","ROUNDSTONE","CO GALWAY",9535072,18,23,41
"GALWAY COUNTY","12574S","LURGA N S","GORT","CO GALWAY",91633118,21,11,32
"GALWAY COUNTY","12606F","CRUMLIN N S","BALLYGLUNIN","CO GALWAY",91797128,36,35,71
"GALWAY COUNTY","12706J","SN SAILEARNA","INDREABHAN","CO NA GAILLIMHE",91593321,82,79,161
"GALWAY COUNTY","12782C","BUNSCOIL NAOMH CHUANA","KILCOONA","HEADFORD",91791542,67,66,133
"GALWAY COUNTY","12946G","S N COILM CILLE","ROS-A-MHIL","BAILE NA HABHANN",91572039,25,14,39
"GALWAY COUNTY","12954F","S N BHRIDE","TURLOUGHMORE","CO GALWAY",91797474,84,95,179
"GALWAY COUNTY","13208V","GORT CONVENT","GORT","CO GALWAY",91631808,128,45,173
"GALWAY COUNTY","13365O","SCOIL MHUIRE","ORANMORE","CO GALWAY",91794184,318,92,410
"GALWAY COUNTY","13415D","SN TUAIRINI","MAIGH CUILLIN","CO NA GAILLIMHE",91555650,48,48,96
"GALWAY COUNTY","13621G","S N MUIRE","LETTERFRACK","CO GALWAY",9541034,31,32,63
"GALWAY COUNTY","13665D","S N AN CILLIN","BALLYSHRULE","BALLINASLOE",909741884,13,12,25
"GALWAY COUNTY","13686L","S N NAOMH IOSEF","CONG","CO MAYO",949546725,50,48,98
"GALWAY COUNTY","13699U","S N COLMCILLE","LETTERMORE","CO GALWAY",91551241,13,16,29
"GALWAY COUNTY","13821O","S N NA NAOMH UILE","CLEGGAN","CO GALWAY",9544808,17,17,34
"GALWAY COUNTY","13927H","INISHBOFIN N S","INISHBOFIN","CO GALWAY",9545880,12,9,21
"GALWAY COUNTY","13951E","S N LEITIR MUCU","CAMAS","CO NA GAILLIMHE",91572523,7,5,12
"GALWAY COUNTY","13952G","S N BHRIDE","LEITIR CALADH","LETTERMORE",91551020,11,10,21
"GALWAY COUNTY","14031N","CARNAIN N.S.","ATHENRY","CO GALWAY",91844668,29,42,71
"GALWAY COUNTY","14273O","S N PADRAIG NAOFA","LISIN NA HEILTE","BOYOUNAGH",949659533,17,17,34
"GALWAY COUNTY","14278B","SCOIL NAOMH PADRAIG","KNOCKROON","HEADFORD",9335137,23,22,45
"GALWAY COUNTY","14294W","BRIERFIELD N SCHOOL","TUAM","CO GALWAY",9349376,46,43,89
"GALWAY COUNTY","14377D","S N CILL CONAILL","CILL CONAILL","BEAL ATHA NA SLUAGH",909686820,48,50,98
"GALWAY COUNTY","14383V","S N PADRAIG NAOFA","BEALACH LIATH","BEAL ATHA GARTA",906660255,49,40,89
"GALWAY COUNTY","14394D","S N CILL FHEICIN","GORT INSE GUAIRE","CO NA GAILLIMHE",91632382,30,25,55
"GALWAY COUNTY","14420B","S N NAOMH PADRAIG","TULLY","RENVYLE",9543627,27,22,49
"GALWAY COUNTY","14421D","S N ARD","AIRD THIAR","CARNA",9532806,12,16,28
"GALWAY COUNTY","14425L","S N DOIRE UI BHRIAIN","BAILE LOCHA RIABHACH","CO NA GAILLIMHE",91632232,10,14,24
"GALWAY COUNTY","14448A","CLOUGHANOWER N S","ATH CHINN","CO GALWAY",9335315,40,41,81
"GALWAY COUNTY","14590D","AINBHTHIN NAOFA","ROSSCAHILL","CO GALWAY",91550316,117,147,264
"GALWAY COUNTY","14642T","S N MHUIRE","BAILE GLAS","ARD RATHAIN",91635424,29,38,67
"GALWAY COUNTY","14712O","SN AN FHAIRCE","CLAR CHLAINNE MHUIRIS","CO MHAIGH EO",949546654,24,25,49
"GALWAY COUNTY","14724V","SCOIL RONAIN","OILEAN TRA BHAN","LEITIR MOR",91551345,15,16,31
"GALWAY COUNTY","15027E","S N NA HEAGLAISE","ATHA EASCRACH","BEAL ATHA NA SLUAGH",909688874,22,28,50
"GALWAY COUNTY","15071H","S N CILLINI DIOMA","LOUGHREA","CO GALWAY",91842532,74,72,146
"GALWAY COUNTY","15228O","S N PADRAIG NAOFA","CORR GHARRA","MOUNTBELLEW BALLINASLOE",909678043,9,15,24
"GALWAY COUNTY","15331H","S N BAILE NUA","MAIGH CHUILINN","CO NA GAILLIMHE",91555040,37,51,88
"GALWAY COUNTY","15475I","KILCONLY N S","KILCONLY","TUAM",9347775,44,56,100
"GALWAY COUNTY","15523Q","S N NAOMH IOSEF","BOTHAR AN CHLOCHAIR","CINN MHARA",91638171,100,111,211
"GALWAY COUNTY","15796F","S N COR AN DROMA","CLAREGALWAY","CO GALWAY",91791715,45,40,85
"GALWAY COUNTY","15835M","ST BRENDANS N S","LOUGHREA","CO GALWAY",91841217,0,169,169
"GALWAY COUNTY","15900U","THE GLEBE N.S.","AUGHRIM","BALLINASLOE",909673650,2,4,6
"GALWAY COUNTY","15958F","ST. JOSEPHS N.S.","WOODFORD","CO GALWAY",909749525,51,42,93
"GALWAY COUNTY","15997P","ST BRENDAN'S N.S.","THE SQUARE","EYRECOURT",909675362,38,52,90
"GALWAY COUNTY","16071M","SCOIL CHROI NAOFA","ATHENRY","CO GALWAY",91844510,196,77,273
"GALWAY COUNTY","16091S","GORT INSE GUAIRE B N S","GORT INSE GUAIRE","GORT",91631627,0,72,72
"GALWAY COUNTY","16121B","ATTYMON N S","ATTYMON","ATHENRY",91848454,18,19,37
"GALWAY COUNTY","16293H","S N CILL RICHILL","BAILE LOCHA RIABHACH","CO NA GAILLIMHE",91843363,17,18,35
"GALWAY COUNTY","16410I","BALLINDERRY N S","CUMMER","TUAM",9341670,54,63,117
"GALWAY COUNTY","16464I","CASTLEBLAKENEY N S","CASTLEBLAKENEY","CO GALWAY",909678433,28,36,64
"GALWAY COUNTY","16596C","ST FEICHINS N SCHOOL","ABBEY","LOUGHREA",909745609,15,12,27
"GALWAY COUNTY","16762Q","S N IDE NAOFA","LOUGHREA","CO GALWAY",91841605,267,63,330
"GALWAY COUNTY","16804G","SN CHLAIR NA GAILLIMHE","BAILE CLAR NA GAILLIMHE","CO NA GAILLIMHE",91798720,160,173,333
"GALWAY COUNTY","16857E","S N NAOMH UINSEANN","COOLARNE","TURLOUGHMORE, ATHENRY",91797617,39,50,89
"GALWAY COUNTY","16936A","S N NAOMH PADRAIG","CREAGMORE","BAILE CLAR NA GAILLIMHE",91799037,97,123,220
"GALWAY COUNTY","16982H","S N ATH EASCRACH CHUAIN","BEAL ATHA NA SLUAGH","CO NA GAILLIMHE",909688710,7,6,13
"GALWAY COUNTY","17007I","S N ARD RAITHIN","ARD RAITHIN","GAILLIMH",91635466,56,42,98
"GALWAY COUNTY","17051L","S N NA FUAR COILLEADH","CRAUGHWELL","CO GALWAY",91846373,27,47,74
"GALWAY COUNTY","17071R","S N BAILE A MHOININ","DROICHEAD","BEIL AN ATHA MHOIR",906622341,16,21,37
"GALWAY COUNTY","17095I","S N NA CEALLTRAIGHE","KINCLARE","CEALLTRACH BALLINASLOE",909678416,25,20,45
"GALWAY COUNTY","17118R","S N NAOMH FHURSA","CLARAIN","ODHAR PO",9335922,64,71,135
"GALWAY COUNTY","17154V","S N BREANDAIN NAOFA","MULLAGH GORT UI MHAIDIN","BAILE LOCHA RIABHACH",91843011,12,25,37
"GALWAY COUNTY","17170T","BAILE MOR SIOL ANMCADHA","LAURENCETOWN","BALLINASLOE",909685609,29,30,59
"GALWAY COUNTY","17197Q","S N AN LEATH BHAILE","TUAIM","CO NA GAILLIMHE",9345927,19,36,55
"GALWAY COUNTY","17198S","S N MUIRE GAN SMAL","BEAL ATHA NA SLUAGH","CO NA GAILLIMHE",909642634,181,221,402
"GALWAY COUNTY","17207Q","S N DOMHNACH PADRAIG","CATHAIR LOISGREAIN","CO NA GAILLIMHE",9355388,46,48,94
"GALWAY COUNTY","17221K","SN COLMCILLE","AN CAISLEAN AN GEARR","GAILLIMH",91757362,45,44,89
"GALWAY COUNTY","17242S","S N PAIRC NA SLINNE","MAGH GLAS","BAILE LOCHA RIACH",909749317,11,9,20
"GALWAY COUNTY","17273G","S N BAILE NA CILLE","BAILE LOCHA RIACH","CO NA GAILLIMHE",50945017,23,38,61
"GALWAY COUNTY","17280D","S N BAILE ATHA N RIOGH","BAILE ATHA N RIOGH","CO NA GAILLIMHE",91844029,0,125,125
"GALWAY COUNTY","17282H","SCOIL NA MBRAITHRE","TUAM","CO GALWAY",9328406,0,216,216
"GALWAY COUNTY","17289V","S N CAOMHAIN","INIS OIRTHIR","ARAINN",9975102,9,11,20
"GALWAY COUNTY","17331R","S N AN DROMA","BALLINAKILL","LOUGHREA",909749522,14,19,33
"GALWAY COUNTY","17368R","CROI RONAOFA MEASCAITHE","WILLIAMSTOWN","CASTLEREA",949643124,59,55,114
"GALWAY COUNTY","17444H","S N SEOSAMH NAOFA","AN CEATHRU BHAN","BAILE ATHA N RIOGH",91842458,69,76,145
"GALWAY COUNTY","17456O","S N RONAIN","ARAINN","CO NA GAILLIMHE",9961310,19,30,49
"GALWAY COUNTY","17463L","S N BRIOCAIN","AN GORT MOR","ROSMUC",91574303,26,11,37
"GALWAY COUNTY","17475S","S N AINE NAOFA","LOCH CUTRA","GORT",91633242,23,33,56
"GALWAY COUNTY","17485V","S N PADRAIG NAOFA","FOTHAINE","ATH EASCRACH",909688148,26,19,45
"GALWAY COUNTY","17488E","SN AN AILL BHREACH","BAILE CONAOLA","CONNAMARA",9523988,10,17,27
"GALWAY COUNTY","17490O","S N LORCAIN NAOFA","TIGNEATHA","BAILE LOCHA RIACH",509745439,32,41,73
"GALWAY COUNTY","17502S","S N NAOMH THOMAIS","TOBAR PHEADAR","GAILLIMH",91634108,34,37,71
"GALWAY COUNTY","17506D","S N BREANDAN NAOFA","DUN DOIGHRE","COILL BHREAC LOUGHREA",909745582,44,43,87
"GALWAY COUNTY","17529P","S N IOMAIR NAOFA","BRACKLOON CILL TULCHA","BEAL ATHA N RIOGH",91848376,21,21,42
"GALWAY COUNTY","17539S","S N CILL CRUAIN","SCOIL CHILL CHRUAIN","BALLYMOE",949655367,46,35,81
"GALWAY COUNTY","17547R","S N BREANDAN NAOFA","DOIRE IUBHAIR","GURTEENY WOODFORD",909749442,20,14,34
"GALWAY COUNTY","17574U","S N NAOMH CIARAIN","CILL CHIARAIN","CONAMARA",9533613,13,10,23
"GALWAY COUNTY","17613E","S N CAITRIONA NAOFA","EACHDRUIM","CO GALWAY",909673635,53,64,117
"GALWAY COUNTY","17631G","CEATHRU NA NGARRDHANTA","TUAM","CO GALWAY",9324081,71,67,138
"GALWAY COUNTY","17645R","S N CRONAIN","KILTIERNAN","KILCOLGAN",91635000,35,32,67
"GALWAY COUNTY","17647V","MUIRE NA DEA COMHAIRLE","HEADFORD","CO GALWAY",9335377,83,42,125
"GALWAY COUNTY","17648A","S N BREANDAIN NAOFA","ATH CINN","GAILLIMH",9335378,0,39,39
"GALWAY COUNTY","17655U","S N CALADH NA MUC","ROS CATHAIL","CO NA GAILLIMHE",91550009,27,19,46
"GALWAY COUNTY","17660N","S N NAOMH TREASA","CAISEAL","CO NA GAILLIMHE",9531126,16,22,38
"GALWAY COUNTY","17668G","S N NA BHFORBACHA","AN SPIDEAL","CO NA GAILLIMHE",91592244,80,106,186
"GALWAY COUNTY","17689O","S N TIR AN FHIAIDH","LEITIR MOR","CO NA GAILLIMHE",91551415,30,31,61
"GALWAY COUNTY","17759J","S N BRIGHDE","MIONLOCH","AN CAISLEAN GEARR",91762323,68,59,127
"GALWAY COUNTY","17760R","S N BAILE AN LEASA","DUNMORE","TUAM",9338002,17,33,50
"GALWAY COUNTY","17764C","S N BAILE TUIRINNE","KILBEACANTY","GORT",91632064,26,19,45
"GALWAY COUNTY","17770U","S N NAOMH COLMAIN","c/o Scoil Cholmain","Muighros",9532818,8,7,15
"GALWAY COUNTY","17771W","S N MHUIRE","LISIN NA COILLE","URAN MOR",91844901,83,127,210
"GALWAY COUNTY","17772B","S N BRIGHDHE NAOFA","CINN MARA","CO NA GAILLIMHE",91637519,32,30,62
"GALWAY COUNTY","17789S","S N CILL TARTAIN","GORT INSE GUAIRE","CO NA GAILLIMHE",91631187,19,32,51
"GALWAY COUNTY","17793J","S N PADRAIG NAOFA","CLOIDEACH","ATH CINN",9335868,13,16,29
"GALWAY COUNTY","17807R","S N CATHAIR GEAL","CATHAIR GEAL","TUAM",9349364,52,45,97
"GALWAY COUNTY","17863E","SCOIL IARLATHA NAOFA","MIONLOCH","BEAL ATHA NA SLUA",909684663,38,31,69
"GALWAY COUNTY","17869Q","S N CIARAIN NAOFA","DUBHROS","CINN MHARA",91637093,46,50,96
"GALWAY COUNTY","17870B","SCOIL BHREANDAIN NAOFA","CLUAIN FHEARTA","BEAL ATHA NA SLUAIGH",909675008,26,35,61
"GALWAY COUNTY","17877P","SCOIL MUIRE NAOFA","MIONLOCH","BEAL ATHA NA SLUA",909684004,44,33,77
"GALWAY COUNTY","17919F","AIBHISTIN NAOFA","CLUAIN TUAISCIRT","BEAL ATHA NA SLUAGH",909643762,29,25,54
"GALWAY COUNTY","17934B","SCOIL BHRIDE","AN CNOC BHREAC","BEAL ATHA NA SLUAIGH",909675706,43,53,96
"GALWAY COUNTY","17980I","SCOIL MHUIRE","CLOONMINDA","CASTLEREA",949659333,23,27,50
"GALWAY COUNTY","17998E","SN MUIRE AN TSOLAIS","SN MUIRE AN TSOLAIS","MOTA  GRAINNE OIGE",909687799,7,5,12
"GALWAY COUNTY","18021H","SN AN CROI RO NAOFA","BEAL CLAIR","CO NA GAILLIMHE",9355569,66,61,127
"GALWAY COUNTY","18042P","PRESENTATION CONVENT","TUAM","CO GALWAY",9328324,263,93,356
"GALWAY COUNTY","18043R","S N MUIRE GAN SMAL","TIR NA NEASRACH","BALLYCRISSANE",909675431,19,19,38
"GALWAY COUNTY","18089S","SCOIL NAOMH MHUIRE","AN GHARRAN","ORANMORE",91790353,107,88,195
"GALWAY COUNTY","18097R","TOGALA MHUIRE","CILL TULCHA","ATHENRY",91848480,35,47,82
"GALWAY COUNTY","18111I","S N GORT NA GAOITHE","GORT NA GAOITHE TUAMARD","BEAL ATHA NA SLUA",906660203,20,17,37
"GALWAY COUNTY","18112K","SCOIL NAOMH EANNA","BULLAN","LOUGHREA",91841556,60,84,144
"GALWAY COUNTY","18113M","S N CILL SOLAIN","KILLASOLAN","CALTRA",909678425,4,5,9
"GALWAY COUNTY","18121L","S N MHUIRE","CARNA","CO NA GAILLIMHE",9532820,24,20,44
"GALWAY COUNTY","18125T","SCOIL NAOMH MHUIRE","AN CREAGAN","BEAL ATHA NA SLUAIGH",909679396,84,96,180
"GALWAY COUNTY","18163E","SN N BREANDAIN","EANACH DHUIN","COR AN DULLA",91791661,61,74,135
"GALWAY COUNTY","18211M","S N CIARAIN NAOFA","CILL LIATHAN NEWBRIDGE","BALLINASLOE",906660227,9,6,15
"GALWAY COUNTY","18222R","SN CEATHRU NA GAOITHE","MILLTOWN","TUAM",949364417,12,5,17
"GALWAY COUNTY","18252D","SCOIL MHUIRE","DOIRE GLINNE","CROSS BHOTHAR MHAMA",91552810,14,22,36
"GALWAY COUNTY","18268S","S N CILLININ","CILININ","CRAUGHWELL",91796404,89,119,208
"GALWAY COUNTY","18289D","SCOIL NAOMH IOSEF","CASTLEHACKETT","BELCLARE TUAM",91791708,27,26,53
"GALWAY COUNTY","18309G","SCOIL BRIDE","BRIERFIELD","BALLINASLOE",9349565,21,19,40
"GALWAY COUNTY","18332B","SCOIL NAOMH PADRAIG","MAGH LOCHA","CO NA GAILLIMHE",909679578,56,61,117
"GALWAY COUNTY","18441G","SCOIL NAOMH CHUAN","CILL IOMAIR","BEAL ATHA NA SLUAGH",909676502,10,20,30
"GALWAY COUNTY","18460K","SN BAILE AN MHUILINN","BAILE AN MHUILLINN","TUAM",9351474,41,43,84
"GALWAY COUNTY","18490T","SN M AN CROI GAN SMAL","LEENANE","CO GALWAY",9542366,6,8,14
"GALWAY COUNTY","18514H","S N CHOILM CHILLE","BAILE NA HABHANN","CO NA GAILLIMHE",91593613,72,82,154
"GALWAY COUNTY","18572V","GLENAMADDY NS","GLENAMADDY NS","CASTLEREA",949659375,53,43,96
"GALWAY COUNTY","18581W","SCOIL MHUIRE","CORR NA MONA","CLAR CLOINNE MHUIRIS",949548301,41,34,75
"GALWAY COUNTY","18608Q","S N MUIRE GAN SMAL","CLADACH DUBH","CO NA GAILLIMHE",9544334,26,23,49
"GALWAY COUNTY","18636V","S N BHEANAIN","TUAM","CO GALWAY",9325175,25,43,68
"GALWAY COUNTY","18686N","S N GORT NA LEIME","DUNMORE","TUAM",9338688,16,18,34
"GALWAY COUNTY","18746F","SN MUINE MHEA","ATHENRY","CO GALWAY",91849532,71,88,159
"GALWAY COUNTY","19275U","BARNADERG CENTRAL SCH","TUAM","CO GALWAY",9349357,38,47,85
"GALWAY COUNTY","19276W","ST COLMANS MXD N S","CUMMER","TUAM",9341649,147,128,275
"GALWAY COUNTY","19283T","BALLYMACWARD CENTRAL SC","BALLYMACWARD CENTRAL SC","BALLINASLOE",909687696,41,43,84
"GALWAY COUNTY","19290Q","BALLYCONEELY N S","CLIFDEN","CO GALWAY",9523945,21,22,43
"GALWAY COUNTY","19357W","SN TIR NA CILLE","SN TIR NA CILLE","AN MAM",91571168,6,13,19
"GALWAY COUNTY","19377F","NAOMH COLMAN MAC DUAIGH","TIERNEEVIN","GORT",91631832,25,28,53
"GALWAY COUNTY","19380R","KILKERRIN CENTRAL SCH","CILE CHOIRIN","BEAL ATHA NA SLUAIGHE",949659316,50,42,92
"GALWAY COUNTY","19388K","CLONBERNE CENTRAL SCH","CLONBERNE","BALLINASLOE",9345936,67,72,139
"GALWAY COUNTY","19391W","GARRAFRAUNS CENTRAL SCH","GARRAFRAUNS CENTRAL SCH","TUAM",9338708,33,34,67
"GALWAY COUNTY","19449E","ST OLIVER PLUNKETTS NS","NEWCASTLE","ATHENRY",91849178,65,75,140
"GALWAY COUNTY","19506N","CAPPATAGLE CENTRAL SCH","BALLINASLOE","CO GALWAY",91843124,37,58,95
"GALWAY COUNTY","19529C","SCOIL MHUIRE","MAIGH CUILINN","CO NA GAILLIMHE",91555454,191,181,372
"GALWAY COUNTY","19544V","KILCHREEST CENTRAL SCH","KILCHREEST","CO GALWAY",91840112,39,56,95
"GALWAY COUNTY","19744G","NIOCLAS NAOFA","DUNMORE","CO GALWAY",9338349,92,109,201
"GALWAY COUNTY","19770H","GURTEEN CENTRAL NS","BALLINASLOE","CO GALWAY",909677966,13,18,31
"GALWAY COUNTY","19803T","SN SEAMUS NAOFA","BEARNA","CO NA GAILLIMHE",91592575,134,141,275
"GALWAY COUNTY","19818J","CREGGS CENTRAL N S","CREEGS","VIA ROSCOMMON",906621303,32,41,73
"GALWAY COUNTY","19828M","SN CEARN MOR","UARAN MOR","CO NA GAILLIMHE",91798718,81,91,172
"GALWAY COUNTY","19841E","GLINSK N S","CASTLEREA","CO ROSCOMMON",949655257,32,27,59
"GALWAY COUNTY","19932H","SN MHIC DARA","AN CEATHRU RUA","CO NA GAILLIMHE",91595395,89,101,190
"GALWAY COUNTY","19965W","SCOIL MHUIRE","CLARINBRIDGE","CO GALWAY",91796191,136,147,283
"GALWAY COUNTY","19969H","SN UI CHEITHEARNAIGH","CUIRT AN CHUMAINN","BEAL ATHA NA SLUA",909644347,73,76,149
"GALWAY COUNTY","19973V","SCOIL MHUIRE","CLIFDEN","CO GALWAY",9521353,107,112,219
"GALWAY COUNTY","19996K","ST BRENDANS NS","PORTUMNA","CO GALWAY",909741465,118,121,239
"GALWAY COUNTY","19997M","SCOIL BHRIGE AGUS BHREANDAIN NAOFA","CORRANDULLA","CO GALWAY",91791093,146,155,301
"GALWAY COUNTY","19998O","GAELSCOIL DE HIDE","ORAN MOR","CO NA GAILLIMHE",91790737,108,101,209
"GALWAY COUNTY","20040A","ST BRENDANS N S","BELMONT","CLOGHANS HILL",9351528,27,28,55
"GALWAY COUNTY","20042E","SCOIL AN CHROI NAOFA","BALLINASLOE","CO GALWAY",909644975,147,155,302
"GALWAY COUNTY","20061I","GAELSCOIL IARFHLATHA","COMMUNITY CENTRE","SR. AN EASBAIG",9326075,76,72,148
"GALWAY COUNTY","20115F","SCOIL EINNE","AN SPIDEAL","CO. NA GAILLIMHE",91504970,87,93,180
"GALWAY COUNTY","20123E","GAELSCOIL RIABHACH","BAILE LOCHA RIACH","CO NA GAILLIMHE",91847865,60,72,132
"GALWAY COUNTY","20199O","Scoil Náisiúnta Uachtar Árd","OUGHTERARD","CO GALWAY",,100,107,207
"GALWAY COUNTY","20210W","S N EOIN POL II","INIS MOR","ARAINN",9961266,5,11,16
"GALWAY COUNTY","20211B","CLAREGALWAY EDUCATE TOGETHER N S","CLOONBIGGEN ROAD","CLAREGALWAY",91798356,30,38,68
"GALWAY COUNTY","20237T","GAELSCOIL RIADA","RAITHIN","BAILE ATHA AN RI",,54,63,117
"GALWAY COUNTY","20264W","Gaelscoil na bhFilí","Gort Inse Guaire","Co. na Gaillimhe",91630494,28,20,48
"GALWAY COUNTY","20280U","Newtown NS","Newtown","Abbeyknockmoy",,35,46,81
"GALWAY COUNTY","20326S","Kilcolgan Educate Together NS","Stradbally East","Kilcolgan",,20,32,52
"GALWAY COUNTY","20345W","S N Leitir Meallain","Leitir Meallain","Co na Gaillimhe",91551374,24,35,59
"KERRY","00538V","CLOCHAR DAINGEAN","AN DAINGEAN","CO CHIARRAI",669151154,101,21,122
"KERRY","01396J","TULLOHA NATIONAL SCHOOL","KENMARE","CO KERRY",6441977,15,18,33
"KERRY","01583I","GLOUNAGUILLAGH N S","CARAGH LAKE","CO KERRY",669769402,58,58,116
"KERRY","02418V","KNOCKADERRY N S","FARRANFORE","CO KERRY",669764729,48,48,96
"KERRY","02849C","KENMARE BOYS N S","KENMARE","CO KERRY",6442300,0,149,149
"KERRY","03132I","S N SLIABH A MHADRA","BALLYDUFF","TRALEE",667131742,63,71,134
"KERRY","04062S","LISTOWEL PRESENTATION PRIMARY","LISTOWEL","CO KERRY",6822294,268,0,268
"KERRY","05348S","SCOIL EOIN","TAHILLA","SNEEM",6445561,10,9,19
"KERRY","05970M","SCOIL BARR DUBH","LIOS NA  GCEANN","CILL AIRNE",6454478,25,38,63
